case:concept:name,simulation_index,recommended_activity,recommended_resource,first_batch,match_recommendation,status
20191012915,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012918,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191012919,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012922,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012923,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012927,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012935,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012941,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012942,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012945,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191012946,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012957,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012959,1,Service closure Request with BO responsibility,00844,Service closure Request with BO responsibility / 00844,True,ok
20191012960,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012964,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012966,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012967,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012970,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012971,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012972,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012973,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191012975,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191012979,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012980,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012981,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012986,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012987,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191012988,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191012991,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012993,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191012996,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191012998,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013003,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191013005,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013012,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013016,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013018,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013020,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013023,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013025,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013027,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013029,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013030,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013038,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191013040,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013043,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013047,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013048,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191013049,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013053,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013055,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013056,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013057,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013061,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191013063,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013065,1,Service closure Request with network responsibility,00147,Service closure Request with network responsibility / 00147,True,ok
20191013067,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013071,1,Service closure Request with network responsibility,00147,Service closure Request with network responsibility / 00147,True,ok
20191013073,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013074,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013075,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191013076,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191013077,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191013079,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013087,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013088,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191013089,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013091,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013096,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191013102,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191013106,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191013108,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
